iter	Passed	Remaining
0	0	860
1	1	795
2	2	790
3	3	770
4	3	762
5	4	753
6	5	747
7	6	750
8	6	748
9	7	746
10	8	744
11	8	740
12	9	738
13	10	734
14	11	731
15	11	729
16	12	727
17	13	725
18	13	713
19	14	711
20	15	710
21	15	709
22	16	707
23	17	707
24	18	706
25	18	705
26	19	705
27	20	703
28	21	703
29	21	703
30	22	702
31	23	702
32	23	701
33	24	700
34	25	700
35	26	699
36	26	698
37	27	697
38	28	696
39	28	695
40	29	694
41	30	694
42	31	693
43	31	693
44	32	692
45	33	691
46	34	691
47	34	690
48	35	690
49	36	689
50	37	689
51	37	688
52	38	688
53	39	687
54	39	687
55	40	686
56	41	685
57	42	685
58	42	684
59	43	683
60	44	682
61	45	682
62	45	682
63	46	681
64	47	681
65	48	680
66	48	679
67	49	678
68	50	677
69	50	677
70	51	676
71	52	676
72	53	675
73	53	674
74	54	673
75	55	673
76	56	672
77	56	671
78	57	670
79	58	670
80	59	669
81	59	668
82	60	667
83	61	667
84	61	666
85	62	665
86	63	665
87	64	664
88	64	664
89	65	663
90	66	662
91	67	661
92	67	661
93	68	660
94	69	659
95	69	659
96	70	658
97	71	657
98	72	656
99	72	656
100	73	655
101	74	654
102	75	653
103	75	653
104	76	652
105	77	651
106	78	651
107	78	650
108	79	649
109	80	648
110	80	647
111	81	647
112	82	646
113	83	645
114	83	644
115	84	644
116	85	643
117	86	642
118	86	642
119	87	641
120	88	640
121	88	639
122	89	639
123	90	638
124	91	637
125	91	636
126	92	635
127	93	635
128	94	635
129	94	634
130	95	633
131	96	632
132	96	632
133	97	631
134	98	630
135	99	629
136	99	629
137	100	628
138	101	627
139	102	626
140	102	626
141	103	625
142	104	624
143	104	624
144	105	623
145	106	622
146	107	621
147	107	620
148	108	620
149	109	619
150	110	618
151	110	617
152	111	617
153	112	616
154	112	615
155	113	614
156	114	614
157	115	613
158	115	612
159	116	611
160	117	611
161	118	610
162	118	609
163	119	609
164	120	608
165	120	607
166	121	606
167	122	606
168	123	605
169	123	604
170	124	603
171	125	602
172	125	602
173	126	601
174	127	600
175	128	599
176	128	599
177	129	598
178	130	597
179	131	597
180	131	596
181	132	595
182	133	594
183	133	594
184	134	593
185	135	592
186	136	592
187	136	591
188	137	590
189	138	589
190	139	589
191	139	588
192	140	587
193	141	586
194	141	586
195	142	585
196	143	584
197	144	583
198	144	583
199	145	582
200	146	581
201	147	581
202	147	580
203	148	579
204	149	578
205	150	578
206	150	577
207	151	576
208	152	575
209	152	575
210	153	574
211	154	573
212	155	573
213	155	572
214	156	571
215	157	570
216	158	570
217	158	569
218	159	568
219	160	567
220	160	567
221	161	566
222	162	565
223	163	565
224	163	564
225	164	563
226	165	562
227	166	562
228	166	561
229	167	560
230	168	559
231	168	559
232	169	558
233	170	557
234	171	557
235	171	556
236	172	555
237	173	554
238	174	554
239	174	553
240	175	552
241	176	552
242	176	551
243	177	550
244	178	549
245	179	549
246	179	548
247	180	547
248	181	546
249	182	546
250	182	545
251	183	544
252	184	543
253	184	542
254	185	542
255	186	541
256	187	540
257	187	540
258	188	539
259	189	538
260	189	537
261	190	537
262	191	536
263	192	535
264	192	535
265	193	534
266	194	533
267	195	532
268	195	532
269	196	531
270	197	530
271	197	529
272	198	528
273	199	528
274	200	527
275	200	526
276	201	525
277	202	525
278	202	524
279	203	523
280	204	522
281	205	522
282	205	521
283	206	520
284	207	519
285	207	519
286	208	518
287	209	517
288	210	516
289	210	516
290	211	515
291	212	514
292	212	513
293	213	513
294	214	512
295	215	511
296	215	510
297	216	510
298	217	509
299	218	508
300	218	507
301	219	507
302	220	506
303	220	505
304	221	505
305	222	504
306	223	503
307	223	502
308	224	502
309	225	501
310	225	500
311	226	499
312	227	499
313	228	498
