iter	Passed	Remaining
0	1	1595
1	2	1237
2	3	1145
3	4	1077
4	5	1024
5	5	989
6	6	966
7	7	912
8	8	895
9	8	883
10	9	878
11	10	870
12	11	863
13	12	860
14	13	855
15	13	849
16	14	842
17	15	838
18	16	832
19	16	828
20	17	823
21	18	820
22	19	819
23	20	815
24	20	812
25	21	809
26	22	806
27	23	805
28	23	802
29	24	800
30	25	797
31	26	795
32	27	793
33	27	792
34	28	790
35	29	788
36	30	781
37	30	779
38	31	778
39	32	777
40	33	775
41	33	774
42	34	773
43	35	772
44	36	771
45	37	770
46	37	770
47	38	770
48	39	770
49	40	769
50	41	768
51	42	767
52	42	766
53	43	766
54	44	765
55	45	763
56	46	762
57	46	760
58	47	759
59	48	759
60	49	757
61	50	756
62	50	755
63	51	754
64	52	753
65	53	752
66	53	751
67	54	750
68	55	749
69	56	748
70	57	747
71	57	746
72	58	745
73	59	744
74	60	743
75	61	742
76	61	741
77	62	740
78	63	739
79	64	738
80	64	737
81	65	737
82	66	736
83	67	735
84	68	734
85	69	733
86	69	732
87	70	731
88	71	731
89	72	730
90	73	729
91	73	728
92	74	727
93	75	726
94	76	725
95	76	725
96	77	724
97	78	723
98	79	722
99	80	721
100	80	720
101	81	719
102	82	718
103	83	717
104	84	717
105	84	716
106	85	715
107	86	714
108	87	713
109	88	712
110	88	711
111	89	711
112	90	710
113	91	709
114	92	708
115	92	708
116	93	707
117	94	706
118	95	705
119	96	704
120	96	703
121	97	703
122	98	702
123	99	701
124	100	701
125	100	700
126	101	699
127	102	698
128	103	697
129	104	696
130	104	695
131	105	694
132	106	693
133	107	692
134	108	692
135	108	691
136	109	690
137	110	689
138	111	689
139	112	688
140	112	687
141	113	686
142	114	685
143	115	684
144	115	683
145	116	683
146	117	682
147	118	681
148	119	680
149	119	679
150	120	678
151	121	677
152	122	676
153	123	676
154	123	675
155	124	674
156	125	673
157	126	673
158	127	672
159	127	671
160	128	670
161	129	669
162	130	668
163	131	668
164	131	667
165	132	666
166	133	665
167	134	664
168	134	663
169	135	662
170	136	661
171	137	661
172	138	660
173	138	659
174	139	658
175	140	657
176	141	656
177	142	655
178	142	655
179	143	654
180	144	653
181	145	652
182	145	651
183	146	650
184	147	649
185	148	649
186	149	648
187	149	647
188	150	646
189	151	645
190	152	645
191	153	644
192	153	643
193	154	642
194	155	641
195	156	640
196	157	640
197	157	639
198	158	638
199	159	637
200	160	636
201	160	635
202	161	635
203	162	634
204	163	633
205	164	632
206	164	631
207	165	630
208	166	629
209	167	629
210	168	628
211	168	627
212	169	626
213	170	625
214	171	625
215	171	624
216	172	623
217	173	622
218	174	621
219	175	621
220	176	620
221	176	619
222	177	618
223	178	618
224	179	617
225	179	616
226	180	615
227	181	614
228	182	613
229	183	613
230	183	612
231	184	611
232	185	610
233	186	609
234	187	609
235	187	608
236	188	607
237	189	606
238	190	605
239	191	605
240	191	604
241	192	603
242	193	602
243	194	601
244	195	601
245	195	600
246	196	599
247	197	598
248	198	597
249	198	596
250	199	596
251	200	595
252	201	594
253	202	593
254	202	592
255	203	591
256	204	591
257	205	590
258	206	589
259	206	588
260	207	587
261	208	587
262	209	586
263	209	585
264	210	584
265	211	583
266	212	583
267	213	582
268	213	581
269	214	580
270	215	579
271	216	578
272	217	578
273	217	577
274	218	576
275	219	575
276	220	574
277	221	574
278	221	573
279	222	572
280	223	571
281	224	570
282	224	569
283	225	569
284	226	568
285	227	567
286	228	566
287	228	565
288	229	564
289	230	564
290	231	563
291	231	562
292	232	561
293	233	560
294	234	559
295	235	559
296	235	558
297	236	557
298	237	556
299	238	555
300	239	555
301	239	554
302	240	553
303	241	552
304	242	551
305	242	551
306	243	550
307	244	549
308	245	548
309	246	547
310	246	546
311	247	546
312	248	545
313	249	544
314	250	543
315	250	542
316	251	542
317	252	541
318	253	540
319	253	539
320	254	538
321	255	538
322	256	537
323	257	536
324	257	535
325	258	534
326	259	534
327	260	533
328	261	532
329	261	531
330	262	530
331	263	529
332	264	529
333	264	528
334	265	527
335	266	526
336	267	525
337	268	525
338	268	524
339	269	523
340	270	522
341	271	521
342	272	521
343	272	520
344	273	519
345	274	518
346	275	517
347	275	517
348	276	516
349	277	515
350	278	514
351	279	513
352	279	513
353	280	512
354	281	511
355	282	510
356	283	509
357	283	509
358	284	508
359	285	507
360	286	506
361	287	505
362	287	505
363	288	504
364	289	503
365	290	502
366	290	501
367	291	501
368	292	500
369	293	499
370	294	498
371	294	497
372	295	497
373	296	496
374	297	495
375	298	494
376	298	493
377	299	493
378	300	492
379	301	491
380	302	490
381	302	489
382	303	489
383	304	488
384	305	487
385	305	486
386	306	485
387	307	485
388	308	484
389	309	483
390	309	482
391	310	481
392	311	480
393	312	480
394	312	479
395	313	478
396	314	477
397	315	476
398	316	476
399	316	475
400	317	474
401	318	473
402	319	472
403	320	472
404	320	471
405	321	470
406	322	469
407	323	469
408	324	468
409	324	467
410	325	466
411	326	465
412	327	464
413	327	464
414	328	463
415	329	462
416	330	461
417	331	461
418	331	460
419	332	459
420	333	458
421	334	457
422	335	456
423	335	456
424	336	455
425	337	454
426	338	453
427	339	453
428	339	452
429	340	451
430	341	450
431	342	449
432	342	449
433	343	448
434	344	447
435	345	446
436	346	445
437	346	445
438	347	444
439	348	443
440	349	442
441	350	441
442	350	441
443	351	440
444	352	439
445	353	438
446	354	437
447	354	437
448	355	436
449	356	435
450	357	434
451	357	433
452	358	433
453	359	432
454	360	431
455	361	430
456	361	429
457	362	429
458	363	428
459	364	427
460	365	426
461	365	426
462	366	425
463	367	424
464	368	423
465	369	422
466	369	422
467	370	421
468	371	420
469	372	419
470	373	418
471	373	418
472	374	417
473	375	416
474	376	415
475	376	414
476	377	414
477	378	413
478	379	412
479	380	411
480	380	411
481	381	410
482	382	409
483	383	408
484	384	407
485	384	407
486	385	406
487	386	405
488	387	404
489	388	403
490	388	403
491	389	402
492	390	401
493	391	400
494	391	399
495	392	399
496	393	398
497	394	397
498	395	396
499	395	395
500	396	395
501	397	394
502	398	393
503	399	392
504	399	391
505	400	391
506	401	390
507	402	389
508	402	388
509	403	387
510	404	387
511	405	386
512	406	385
513	406	384
514	407	383
515	408	383
516	409	382
517	410	381
518	410	380
519	411	379
520	412	379
521	413	378
522	414	377
523	414	376
524	415	376
525	416	375
526	417	374
527	417	373
528	418	372
529	419	372
530	420	371
531	421	370
532	421	369
533	422	368
534	423	368
535	424	367
536	425	366
537	425	365
538	426	364
539	427	364
540	428	363
541	429	362
542	429	361
543	430	360
544	431	360
545	432	359
546	432	358
547	433	357
548	434	356
549	435	356
550	436	355
551	436	354
552	437	353
553	438	352
554	439	352
555	439	351
556	440	350
557	441	349
558	442	348
559	443	348
560	443	347
561	444	346
562	445	345
563	446	345
564	447	344
565	447	343
566	448	342
567	449	341
568	450	341
569	451	340
570	452	339
571	452	338
572	453	338
573	454	337
574	455	336
575	456	335
576	456	334
577	457	334
