iter	Passed	Remaining
0	0	993
1	1	809
2	2	767
3	2	746
4	3	765
5	4	753
6	5	742
7	5	730
8	6	718
9	7	707
10	7	695
11	8	685
12	8	679
13	9	672
14	10	667
15	10	660
16	11	654
17	11	648
18	12	643
19	13	640
20	13	636
21	14	632
22	14	629
23	15	626
24	16	624
25	16	621
26	17	619
27	17	617
28	18	615
29	18	613
30	19	611
31	20	608
32	20	607
33	21	605
34	21	604
35	22	602
36	23	601
37	23	600
38	24	598
39	24	597
40	25	596
41	26	594
42	26	593
43	27	592
44	27	590
45	28	589
46	29	588
47	29	587
48	30	587
49	30	586
50	31	585
51	32	584
52	32	583
53	33	582
54	33	582
55	34	581
56	35	580
57	35	579
58	36	578
59	36	577
60	37	576
61	38	575
62	38	575
63	39	574
64	39	573
65	40	573
66	41	572
67	41	571
68	42	570
69	42	570
70	43	569
71	44	568
72	44	567
73	45	566
74	45	566
75	46	565
76	47	564
77	47	564
78	48	563
79	48	562
80	49	559
81	49	558
82	50	558
83	51	557
84	51	557
85	52	556
86	52	555
87	53	555
88	54	554
89	54	554
90	55	553
91	56	552
92	56	552
93	57	551
94	57	550
95	58	550
96	59	549
97	59	548
98	60	548
99	60	547
100	61	547
101	62	546
102	62	546
103	63	545
104	63	545
105	64	544
106	65	543
107	65	542
108	66	542
109	66	541
110	67	540
111	68	539
112	68	539
113	69	538
114	69	537
115	70	537
116	71	536
117	71	535
118	72	535
119	72	534
120	73	534
121	74	533
122	74	532
123	75	532
124	75	531
125	76	531
126	77	530
127	77	529
128	78	529
129	79	528
130	79	528
131	80	527
132	80	526
133	81	526
134	82	525
135	82	524
136	83	524
137	83	523
138	84	523
139	85	522
140	85	522
141	86	521
142	86	520
143	87	520
144	88	519
145	88	518
146	89	518
147	89	517
148	90	516
149	91	516
150	91	515
151	92	514
152	92	514
153	93	513
154	94	512
155	94	512
156	95	511
157	95	510
158	96	510
159	97	509
160	97	508
161	98	508
162	98	507
163	99	506
164	100	506
165	100	505
166	101	505
167	101	504
168	102	503
169	103	502
170	103	502
171	104	501
172	104	501
173	105	500
174	106	499
175	106	499
176	107	498
177	107	498
178	108	497
179	109	496
180	109	496
181	110	495
182	110	494
183	111	494
184	112	493
185	112	492
186	113	492
187	113	491
188	114	491
189	115	490
190	115	489
191	116	489
192	116	488
