iter	Logloss
0	0.6594679778
1	0.6100222278
2	0.5782933101
3	0.5382441896
4	0.4999971349
5	0.46475618
6	0.4307590069
7	0.4107752688
8	0.38152903
9	0.3553615092
10	0.3321814654
11	0.3088823757
12	0.2862673933
13	0.2745420318
14	0.255969793
15	0.2385438949
16	0.2228987345
17	0.2078139005
18	0.1951801128
19	0.1815772753
20	0.1700317197
21	0.159265059
22	0.1484216493
23	0.1394185374
24	0.1307757692
25	0.1232837774
26	0.116426419
27	0.1096693281
28	0.1034388328
29	0.09748539099
30	0.09169394573
31	0.08701745535
32	0.08216748195
33	0.07772714319
34	0.07379066298
35	0.06943740941
36	0.06616058077
37	0.06272740983
38	0.05953159199
39	0.05672514855
40	0.0539820117
41	0.05153116167
42	0.04909079008
43	0.04696706981
44	0.04478425114
45	0.0426148708
46	0.04089027008
47	0.03909737016
48	0.03752611523
49	0.03607654234
50	0.0345991808
51	0.03317174728
52	0.03171057124
53	0.0305860724
54	0.02943520391
55	0.02833408405
56	0.0272217586
57	0.02626423962
58	0.02526412341
59	0.0242603903
60	0.02344360435
61	0.02275674184
62	0.02204469973
63	0.02137226364
64	0.02064558831
65	0.0199345945
66	0.01937538925
67	0.01870932398
68	0.01809922551
69	0.01745008494
70	0.01694337373
71	0.01647784301
72	0.01597621169
73	0.01553498445
74	0.01504400141
75	0.0145866805
76	0.01421109205
77	0.01382897117
78	0.01345738944
79	0.01310570204
80	0.01280272615
81	0.01250348841
82	0.0121487323
83	0.01178390064
84	0.01148121411
85	0.01123738063
86	0.01094211905
87	0.01072068149
88	0.01042841862
89	0.01015638839
90	0.009935707262
91	0.009711014865
92	0.009503728796
93	0.00928289284
94	0.009106343347
95	0.008940736127
96	0.008760022422
97	0.008637387787
98	0.008491431699
99	0.008330244471
100	0.008189268358
101	0.008015035898
102	0.007835928068
103	0.007680396238
104	0.0075423851
105	0.007377629699
106	0.007239774616
107	0.007094993189
108	0.006973158766
109	0.00686998596
110	0.006755397547
111	0.006638492328
112	0.006528585723
113	0.006395471799
