iter	Logloss
0	0.6766803582
1	0.6600958969
2	0.6447839179
3	0.6300081858
4	0.6157427201
5	0.601896502
6	0.5883314575
7	0.5748849704
8	0.5616186213
9	0.549592155
10	0.5376366096
11	0.526177235
12	0.5150335074
13	0.5043693784
14	0.4936482006
15	0.4834725352
16	0.4737433035
17	0.4638417805
18	0.454423515
19	0.4455347297
20	0.4364232453
21	0.4278002451
22	0.4197706957
23	0.4112206535
24	0.4033940584
25	0.3957149912
26	0.388614251
27	0.3816067316
28	0.3747543334
29	0.36822801
30	0.361733814
31	0.3556198406
32	0.349306337
33	0.3433251023
34	0.3373933132
35	0.3316169704
36	0.3259635268
37	0.3207899496
38	0.3154171544
39	0.3104427486
40	0.3056346749
41	0.3010533615
42	0.2963667443
43	0.2922460323
44	0.2877107395
45	0.2836747902
46	0.279647254
47	0.2758451838
48	0.2721458133
49	0.2683505459
50	0.2647941066
51	0.2612723868
52	0.257652871
53	0.2545613968
54	0.2512329416
55	0.247980167
56	0.2449470761
57	0.2421324142
58	0.2391973333
59	0.2362689889
60	0.2336146566
61	0.2309604235
62	0.228473456
63	0.2260704659
64	0.2237425872
65	0.2213537953
66	0.2188814785
67	0.2168311027
68	0.214663655
69	0.2126007585
70	0.2105701537
71	0.2085779159
72	0.20657306
73	0.2047385799
74	0.2029522222
75	0.2011794633
76	0.1994741625
77	0.1979352602
78	0.1964073826
79	0.1947966574
80	0.1932847091
81	0.1917407263
82	0.1901272278
83	0.1886307535
84	0.187283013
85	0.1858828656
86	0.1843664512
87	0.1830488158
88	0.1818248768
89	0.1806618172
90	0.1795559503
91	0.1783953054
92	0.1771083535
93	0.1760644063
94	0.1749893375
95	0.1739197065
96	0.1728111637
97	0.1717538949
98	0.170625788
99	0.1696497147
100	0.1687077125
101	0.1677629027
102	0.1669224622
103	0.1659460905
104	0.1650704905
105	0.1642218151
106	0.163400865
107	0.1626559872
108	0.1618475369
109	0.1610554934
110	0.1603199186
111	0.1596028754
112	0.158881548
113	0.1582395926
114	0.1573898606
115	0.156794203
116	0.156036864
117	0.1554618077
118	0.1548303944
119	0.1542145284
120	0.1534987591
121	0.1527953912
122	0.1520038498
123	0.1514797374
124	0.1508748423
125	0.1503119775
126	0.1497538144
127	0.1493108351
128	0.1487360826
129	0.1482006176
130	0.1476289734
131	0.1471740026
132	0.1466784725
133	0.1462516253
134	0.1458336929
135	0.1454952752
136	0.1451056903
137	0.1446358421
138	0.1442755917
139	0.1438421131
140	0.1434037422
141	0.1429896352
142	0.1426236254
143	0.1420526047
144	0.1416375315
145	0.1412442981
