iter	Passed	Remaining
0	0	728
1	1	637
2	1	582
3	2	547
4	2	525
5	3	509
6	3	511
7	4	503
8	4	495
9	4	492
10	5	487
11	5	482
12	6	478
13	6	474
14	7	469
15	7	466
16	8	463
17	8	460
18	8	457
19	9	455
20	9	452
21	10	450
22	10	449
23	11	447
24	11	445
25	11	444
26	12	442
27	12	441
28	13	440
29	13	438
30	13	437
31	14	435
32	14	435
33	15	434
34	15	432
35	16	431
36	16	430
37	16	429
38	17	428
39	17	427
40	18	426
41	18	425
42	19	424
43	19	423
44	19	423
45	20	422
46	20	421
47	21	420
48	21	419
49	22	418
50	22	418
51	22	417
52	23	416
53	23	416
54	24	415
55	24	415
56	25	415
57	25	414
58	26	415
59	26	414
60	26	413
61	27	412
62	27	412
63	28	412
64	28	411
65	29	411
66	29	410
67	29	409
68	30	409
69	30	409
70	31	408
71	31	408
72	32	407
73	32	406
74	32	405
75	33	405
76	33	404
77	34	404
78	34	403
79	35	402
80	35	402
81	35	401
82	36	400
83	36	400
84	37	399
85	37	398
86	37	398
87	38	397
88	38	397
89	39	396
90	39	395
91	40	395
92	40	394
93	40	394
94	41	393
95	41	392
96	42	392
97	42	391
98	42	391
99	43	390
100	43	389
101	44	389
102	44	388
103	45	388
104	45	387
105	45	387
106	46	386
107	46	386
108	47	386
109	47	385
110	48	385
111	48	384
112	48	384
113	49	384
114	49	383
115	50	383
116	50	382
117	51	382
118	51	381
119	51	381
120	52	380
121	52	380
122	53	379
123	53	379
124	54	378
125	54	378
126	54	377
127	55	377
128	55	376
129	56	376
130	56	376
131	57	375
132	57	375
133	57	374
134	58	374
135	58	373
136	59	372
137	59	372
138	60	371
139	60	371
140	60	370
141	61	370
142	61	369
143	62	369
144	62	369
145	62	368
146	63	368
147	63	367
148	64	367
149	64	366
150	65	366
151	65	365
152	65	365
153	66	364
154	66	364
155	67	363
156	67	363
157	68	362
158	68	362
159	68	361
160	69	361
161	69	360
162	70	360
163	70	359
164	71	359
165	71	358
166	71	358
167	72	357
168	72	357
169	73	356
170	73	356
171	73	355
172	74	355
173	74	354
174	75	354
175	75	353
176	76	353
177	76	352
178	76	352
179	77	352
180	77	351
181	78	351
182	78	350
183	79	350
184	79	349
185	79	349
186	80	349
187	80	348
188	81	348
189	81	347
190	81	347
191	82	346
192	82	346
193	83	345
194	83	345
195	84	344
196	84	344
197	84	343
198	85	343
199	85	342
200	86	342
201	86	342
202	87	341
203	87	341
204	87	340
205	88	340
206	88	339
207	89	339
208	89	338
209	89	338
210	90	337
211	90	337
212	91	336
213	91	336
214	92	336
215	92	335
216	92	335
217	93	334
218	93	334
219	94	333
220	94	333
221	94	332
222	95	332
223	95	331
224	96	331
225	96	330
226	97	330
227	97	329
228	97	329
229	98	329
230	98	328
231	99	328
232	99	327
233	99	327
234	100	326
235	100	326
236	101	325
237	101	325
238	102	325
239	102	324
240	102	324
241	103	323
242	103	323
243	104	322
